,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,games_draw_home_team,games_draw_away_team,League_1.0,League_1729.0,League_4769.0,League_7809.0,League_10257.0,League_13274.0,League_15722.0,League_17642.0,League_19694.0,League_21518.0,League_24558.0,B365_Win,B365_Draw,B365_Defeat,BW_Win,BW_Draw,BW_Defeat,label
19018,8.0,15.0,4.0,7.0,0.0,3.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.23601059135039718,0.26972639011473964,0.4942630185348632,0.23998556477805846,0.26741248646697935,0.492601948754962,0.0
19019,1.0,-9.0,3.0,2.0,1.0,0.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.4942630185348632,0.26972639011473964,0.23601059135039718,0.5051038366772262,0.2669834565293911,0.22791270679338266,2.0
19020,-4.0,-10.0,3.0,3.0,2.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.5220012055455093,0.26100060277275466,0.21699819168173598,0.5182926829268292,0.274390243902439,0.20731707317073167,2.0
19021,-1.0,13.0,3.0,5.0,1.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.20958083832335328,0.25149700598802394,0.5389221556886227,0.21260876703332787,0.25283204728287634,0.5345591856837958,0.0
19022,-9.0,-8.0,2.0,2.0,1.0,1.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.44651162790697674,0.2930232558139535,0.26046511627906976,0.46776611694152925,0.29235382308845576,0.23988005997001502,2.0
19023,8.0,9.0,4.0,5.0,1.0,2.0,3.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.49022277901846506,0.2600904188681301,0.24968680211340488,0.5064935064935064,0.2532467532467532,0.2402597402597403,0.0
19024,17.0,-8.0,9.0,3.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.7784431137724551,0.14371257485029942,0.07784431137724551,0.7786296118830858,0.14949688548155246,0.07187350263536177,2.0
19025,5.0,0.0,4.0,3.0,1.0,2.0,4.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.5959637003927942,0.23391575240417176,0.17012054720303402,0.574915973819211,0.23881125066336462,0.18627277551742438,2.0
19026,15.0,-5.0,7.0,2.0,3.0,0.0,2.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.7333822254816987,0.17201146743116208,0.09460630708713914,0.7293383986810981,0.16973693642032828,0.10092466489857357,2.0
19027,-6.0,7.0,3.0,4.0,0.0,1.0,2.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.27716535433070866,0.2944881889763779,0.4283464566929133,0.28289473684210525,0.28289473684210525,0.43421052631578944,0.0
19028,-9.0,-1.0,3.0,3.0,2.0,1.0,2.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.375767498976668,0.2762996316004912,0.34793286942284074,0.36563185951709004,0.28253370962684227,0.35183443085606775,2.0
19029,-11.0,-9.0,1.0,2.0,1.0,2.0,4.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.37499999999999994,0.28409090909090906,0.34090909090909083,0.3820549927641099,0.28364688856729375,0.3342981186685962,0.0
19030,-4.0,-8.0,2.0,3.0,0.0,3.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.44715447154471544,0.2682926829268293,0.28455284552845533,0.44365361803084225,0.2740213523131673,0.28232502965599054,0.0
19031,14.0,-5.0,6.0,3.0,3.0,0.0,2.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.7564469914040115,0.15759312320916904,0.08595988538681948,0.7473309608540925,0.1779359430604982,0.07473309608540925,2.0
19032,-10.0,4.0,2.0,3.0,0.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.3958218801539307,0.27707531610775155,0.32710280373831774,0.39008264462809916,0.29256198347107437,0.3173553719008264,2.0
19033,10.0,19.0,6.0,8.0,0.0,3.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.3765084473049075,0.2614641995172969,0.3620273531777956,0.37337076398636454,0.24563866051734506,0.3809905754962903,1.0
19034,-9.0,7.0,3.0,5.0,0.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.3958218801539307,0.27707531610775155,0.32710280373831774,0.3974976925443544,0.2747410521997744,0.3277612552558712,2.0
19035,-2.0,17.0,3.0,8.0,0.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.1710966987400989,0.22951996172452294,0.5993833395353783,0.16295192346076567,0.24024963074343658,0.5967984457957978,0.0
19036,-6.0,-7.0,2.0,2.0,0.0,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.3138041733547351,0.2768860353130016,0.40930979133226325,0.3277612552558712,0.2747410521997744,0.3974976925443544,0.0
19037,7.0,-6.0,4.0,4.0,0.0,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.5816922989614663,0.22983939617501845,0.18846830486351512,0.582141814998541,0.22176831047563464,0.19608987452582433,1.0
19038,-2.0,-10.0,3.0,1.0,3.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.4701492537313433,0.26865671641791045,0.2611940298507463,0.4658527279664251,0.28233498664631823,0.25181228538725675,2.0
19039,-1.0,-10.0,4.0,1.0,1.0,2.0,3.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.6485017704889973,0.2171657199097104,0.13433250960129228,0.6436420722135008,0.22762951334379905,0.12872841444270014,0.0
19040,-4.0,-2.0,3.0,3.0,0.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.6487025948103793,0.20758483033932135,0.14371257485029942,0.6479019245504124,0.2028214720331726,0.14927660341641502,2.0
19041,-6.0,-5.0,3.0,2.0,1.0,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.48,0.25999999999999995,0.25999999999999995,0.44365361803084225,0.2740213523131673,0.28232502965599054,2.0
19042,4.0,16.0,3.0,7.0,2.0,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.2845528455284553,0.26829268292682923,0.4471544715447154,0.28357348703170027,0.25994236311239194,0.4564841498559078,2.0
19043,18.0,-8.0,7.0,3.0,2.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.75,0.15625,0.09375,0.7468879668049793,0.14937759336099585,0.10373443983402489,2.0
19044,7.0,9.0,5.0,5.0,1.0,1.0,3.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.36458333333333337,0.27083333333333337,0.36458333333333337,0.3658243080625752,0.24548736462093856,0.3886883273164861,0.0
19045,17.0,-7.0,8.0,4.0,3.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.75,0.15625,0.09375,0.7468879668049793,0.14937759336099585,0.10373443983402489,2.0
19046,-7.0,-8.0,3.0,2.0,2.0,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.6264014466546112,0.21699819168173598,0.1566003616636528,0.6434086359736917,0.20732056048041175,0.14927080354589647,2.0
19047,-9.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.2944881889763779,0.27716535433070866,0.4283464566929133,0.2823250296559905,0.27402135231316727,0.4436536180308422,1.0
19048,-9.0,-3.0,3.0,3.0,1.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.4603234298608499,0.26212861978187285,0.27754795035727714,0.4436536180308422,0.2823250296559905,0.27402135231316727,1.0
19049,4.0,-13.0,5.0,3.0,2.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.7073247406475951,0.1881483810122603,0.10452687834014461,0.690680766688698,0.19629874421678786,0.11302048909451423,2.0
19050,-1.0,0.0,5.0,4.0,0.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.4471544715447154,0.2845528455284553,0.26829268292682923,0.44510940714419295,0.27342435010286137,0.2814662427529456,0.0
19051,-10.0,-10.0,1.0,3.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.42834645669291344,0.2771653543307087,0.29448818897637796,0.43374642516682554,0.2726406101048618,0.2936129647283127,1.0
19052,1.0,0.0,4.0,3.0,1.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.5518087063151441,0.26057633353770693,0.187614960147149,0.5745239658568614,0.24819435325016415,0.17728168089297439,2.0
19053,-1.0,0.0,3.0,6.0,2.0,1.0,4.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.5223880597014926,0.26865671641791045,0.208955223880597,0.5196850393700787,0.26417322834645673,0.2161417322834646,2.0
19054,-5.0,6.0,3.0,7.0,0.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.4248366013071895,0.2875816993464052,0.2875816993464052,0.415347137637028,0.2831912302070646,0.30146163215590743,1.0
19055,5.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.6500776404176282,0.2161921021250311,0.13373025745734066,0.6441717791411044,0.2223926380368098,0.13343558282208587,2.0
19056,-5.0,24.0,2.0,8.0,1.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.08595988538681948,0.15759312320916904,0.7564469914040115,0.0889487870619946,0.16981132075471697,0.7412398921832883,0.0
19057,-7.0,1.0,2.0,3.0,0.0,0.0,2.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.41025641025641024,0.2948717948717948,0.2948717948717948,0.4247787610619469,0.2831858407079646,0.2920353982300885,1.0
19058,-1.0,18.0,3.0,8.0,0.0,3.0,4.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.18739155581260844,0.23423944476576056,0.578368999421631,0.16936822961967266,0.22179172926385704,0.6088400411164703,2.0
19059,7.0,-2.0,6.0,5.0,1.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.7258900795022467,0.1797442101624611,0.09436571033529209,0.6880733944954128,0.20795107033639143,0.10397553516819572,2.0
19060,-1.0,-10.0,4.0,1.0,0.0,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.48143053645116923,0.2682255845942228,0.25034387895460797,0.48,0.25999999999999995,0.25999999999999995,2.0
19061,-10.0,0.0,3.0,4.0,1.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.42834645669291344,0.2771653543307087,0.29448818897637796,0.4266970907016543,0.28237307472903594,0.29092983456930976,1.0
19062,-1.0,1.0,3.0,4.0,2.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.4473684210526316,0.27631578947368424,0.27631578947368424,0.46646341463414626,0.274390243902439,0.2591463414634146,2.0
19063,-3.0,-7.0,5.0,2.0,0.0,2.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.41746111389864526,0.28901154039136984,0.29352734570998495,0.41558441558441556,0.2922077922077922,0.2922077922077922,2.0
19064,3.0,3.0,6.0,4.0,0.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.33539731682146534,0.2889576883384932,0.3756449948400412,0.3215507411630559,0.26795895096921324,0.4104903078677309,2.0
19065,-1.0,-4.0,1.0,2.0,0.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.47134935304990755,0.27726432532347506,0.2513863216266174,0.4881988033623316,0.26641706126344383,0.24538413537422457,2.0
19066,23.0,-7.0,8.0,2.0,2.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.8941485864562789,0.07823800131492441,0.02761341222879685,0.8826784726065301,0.08505810736026563,0.032263420033204204,2.0
19067,-1.0,-3.0,2.0,3.0,0.0,0.0,5.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.36016931568245014,0.2837697638710213,0.3560609204465287,0.36144578313253006,0.2902519167579408,0.34830230010952895,0.0
19068,-11.0,14.0,3.0,7.0,0.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.10460863204096563,0.17117776152158012,0.7242136064374544,0.09352517985611511,0.18705035971223022,0.7194244604316546,0.0
19069,-1.0,-12.0,5.0,3.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.5140093406910212,0.2687534552755911,0.21723720403338773,0.5194805194805195,0.266955266955267,0.2135642135642136,2.0
19070,-9.0,12.0,1.0,7.0,1.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.2611940298507463,0.26865671641791045,0.4701492537313433,0.25994236311239194,0.28357348703170027,0.4564841498559078,0.0
19071,1.0,-3.0,4.0,4.0,1.0,1.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.5521115846571096,0.25029058504455637,0.19759783029833397,0.5641370047011417,0.2585627938213566,0.17730020147750167,2.0
19072,0.0,-11.0,4.0,2.0,0.0,3.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.4093097913322633,0.27688603531300165,0.31380417335473515,0.4104903078677309,0.26795895096921324,0.3215507411630559,2.0
19073,-8.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.4811372334609076,0.2843083652268999,0.23455440131219243,0.47922848664688433,0.27485163204747776,0.245919881305638,2.0
19074,5.0,2.0,4.0,6.0,1.0,2.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.6914119359534208,0.19796215429403205,0.11062590975254732,0.667188417139503,0.2122872236352964,0.12052435922520054,2.0
19075,-9.0,6.0,1.0,7.0,1.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.4485336400230017,0.2898217366302473,0.26164462334675104,0.4436536180308422,0.2823250296559905,0.27402135231316727,2.0
19076,-8.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.40822528363047,0.28889789303079416,0.3028768233387358,0.42626070409134154,0.29971455756422455,0.27402473834443386,2.0
19077,3.0,24.0,4.0,8.0,0.0,1.0,4.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.1566003616636528,0.21699819168173598,0.6264014466546112,0.14945321992709598,0.22782503037667073,0.6227217496962333,0.0
19078,14.0,-2.0,7.0,2.0,2.0,0.0,1.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.8367784031478807,0.11819494944463814,0.04502664740748119,0.8266274227385165,0.11676112346181546,0.0566114537996681,2.0
19079,3.0,-14.0,5.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.4942630185348632,0.26972639011473964,0.23601059135039718,0.49039507067778176,0.2823486770569047,0.22725625226531354,1.0
19080,11.0,5.0,7.0,5.0,1.0,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.5417770286539851,0.24993980255237178,0.20828316879364314,0.5432158377595364,0.24915499758570733,0.20762916465475612,2.0
19081,-3.0,2.0,4.0,5.0,0.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.4811372334609076,0.2843083652268999,0.23455440131219243,0.4919437778539596,0.274082961947206,0.23397326019883444,2.0
19082,-14.0,-4.0,1.0,3.0,2.0,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.5140093406910212,0.2687534552755911,0.21723720403338773,0.5199189736664417,0.2673869007427414,0.21269412559081702,2.0
19083,-3.0,3.0,4.0,4.0,0.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.26829268292682923,0.2845528455284553,0.4471544715447154,0.27402135231316727,0.2823250296559905,0.4436536180308422,2.0
19084,3.0,-7.0,6.0,2.0,2.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.41002004008016035,0.28577154308617236,0.30420841683366734,0.3974358974358974,0.30128205128205127,0.30128205128205127,0.0
19085,4.0,-8.0,6.0,2.0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.5140093406910212,0.2687534552755911,0.21723720403338773,0.5333333333333333,0.2592592592592593,0.2074074074074074,0.0
19086,-1.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.35752979414951247,0.28494041170097506,0.35752979414951247,0.3460695270905105,0.2875039148136549,0.3664265580958347,2.0
19087,26.0,17.0,9.0,7.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.5140066820868672,0.23515805705474174,0.2508352608583912,0.49281314168377827,0.24024640657084187,0.2669404517453799,1.0
19088,-16.0,-5.0,3.0,2.0,0.0,0.0,1.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.41002004008016035,0.28577154308617236,0.30420841683366734,0.4266970907016543,0.28237307472903594,0.29092983456930976,2.0
19089,-12.0,-8.0,0.0,4.0,2.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.4903728275762602,0.2754741472560756,0.23415302516766426,0.4995539696699376,0.26690454950936665,0.23354148082069584,2.0
19090,4.0,1.0,5.0,4.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.6104945747546898,0.245804394572283,0.143701030673027,0.6039488966318234,0.2400309717382888,0.1560201316298877,2.0
19091,-3.0,12.0,4.0,8.0,0.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.27631578947368424,0.27631578947368424,0.4473684210526316,0.25914634146341464,0.27439024390243905,0.46646341463414637,0.0
19092,-5.0,-1.0,3.0,5.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.47134935304990755,0.27726432532347506,0.2513863216266174,0.47922848664688433,0.27485163204747776,0.245919881305638,1.0
19093,3.0,-11.0,4.0,2.0,2.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.5811043763554468,0.24773397097258518,0.17116165267196795,0.5761712051581042,0.24055147815350847,0.1832773166883874,2.0
19094,-4.0,-4.0,3.0,4.0,1.0,1.0,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.5105762217359592,0.26695842450765866,0.2224653537563822,0.5115297174407275,0.27476453393959077,0.21370574861968172,0.0
19095,-5.0,1.0,3.0,5.0,1.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.4903728275762602,0.2754741472560756,0.23415302516766426,0.47771051183269125,0.3004953219592735,0.2217941662080352,0.0
19096,3.0,1.0,4.0,5.0,1.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.5811043763554468,0.24773397097258518,0.17116165267196795,0.595120015869867,0.249156913310851,0.15572307081928186,2.0
19097,14.0,1.0,6.0,3.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.8546655656482247,0.10445912469033856,0.040875309661436834,0.8137558732380287,0.10116964910526842,0.085074477656703,2.0
19098,-6.0,19.0,2.0,8.0,0.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.09352517985611511,0.18705035971223022,0.7194244604316546,0.11008468052347962,0.17013086989992304,0.7197844495765975,0.0
19099,-8.0,4.0,1.0,5.0,0.0,3.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.3368721927317272,0.2858309514087382,0.3772968558595345,0.3315602836879433,0.291371158392435,0.37706855791962185,1.0
19100,0.0,-4.0,4.0,4.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.4471544715447154,0.2845528455284553,0.26829268292682923,0.4436536180308422,0.2823250296559905,0.27402135231316727,1.0
19101,13.0,-1.0,9.0,3.0,2.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.7255936675461742,0.18865435356200533,0.0857519788918206,0.7165279104681317,0.1920294800054593,0.09144260952640919,2.0
19102,-2.0,0.0,4.0,4.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.3239263803680982,0.2846625766871166,0.3914110429447853,0.3255495847581827,0.2824621397166585,0.3919882755251587,2.0
19103,-9.0,-5.0,2.0,3.0,0.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.5078597339782346,0.26844014510278114,0.22370012091898428,0.5199189736664417,0.2673869007427414,0.21269412559081702,0.0
19104,-2.0,-7.0,5.0,2.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.47134935304990755,0.27726432532347506,0.2513863216266174,0.46776611694152925,0.29235382308845576,0.23988005997001502,2.0
19105,3.0,5.0,6.0,5.0,0.0,3.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.3141116751269035,0.2899492385786802,0.39593908629441626,0.29107799496806663,0.30017418231081866,0.4087478227211148,2.0
19106,-1.0,13.0,4.0,6.0,0.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.11775700934579439,0.20934579439252335,0.6728971962616822,0.10998552821997105,0.20260492040520983,0.6874095513748192,0.0
19107,-1.0,-8.0,3.0,1.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.4942630185348632,0.26972639011473964,0.23601059135039718,0.49168474331164136,0.274765003615329,0.23355025307302965,1.0
19108,-8.0,17.0,4.0,8.0,0.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.08595988538681948,0.15759312320916904,0.7564469914040115,0.08101826231322634,0.15528500276701715,0.7636967349197565,0.0
19109,-1.0,-5.0,4.0,2.0,1.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.4283464566929133,0.2944881889763779,0.27716535433070866,0.43785365853658537,0.27687804878048783,0.28526829268292686,1.0
19110,17.0,4.0,7.0,3.0,2.0,1.0,3.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.8090834919771553,0.13523252651618167,0.05568398150666304,0.8093212144652873,0.12113711081028815,0.06954167472442467,2.0
19111,-8.0,-4.0,3.0,4.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.4674220963172805,0.28328611898017003,0.2492917847025496,0.4689603590127151,0.2842183994016455,0.2468212415856395,0.0
19112,-7.0,-4.0,2.0,2.0,0.0,2.0,2.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.3772968558595345,0.2858309514087382,0.3368721927317272,0.3611397893867437,0.2845343795168284,0.35432583109642785,0.0
19113,-17.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.36258755665430564,0.2946023897816234,0.34281005356407085,0.36874677668901495,0.2893243940175348,0.3419288292934502,0.0
19114,7.0,-8.0,5.0,1.0,0.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.5420741468672235,0.26049674280008245,0.19742911033269403,0.543512809103045,0.25967834212701035,0.19680884876994467,2.0
19115,-7.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.4193548387096774,0.2903225806451613,0.2903225806451613,0.42669584245076586,0.2844638949671772,0.2888402625820569,2.0
19116,1.0,8.0,3.0,4.0,0.0,2.0,3.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.3368721927317272,0.2858309514087382,0.3772968558595345,0.34793286942284074,0.2762996316004912,0.375767498976668,0.0
19117,18.0,-9.0,8.0,2.0,3.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.8699143468950747,0.0939507494646681,0.03613490364025696,0.8697061365600692,0.08945548833189285,0.04083837510803804,2.0
19118,12.0,-8.0,6.0,4.0,1.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.6106870229007634,0.233587786259542,0.15572519083969466,0.5959637003927942,0.23391575240417176,0.17012054720303402,2.0
19119,5.0,-2.0,5.0,4.0,0.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.4830216088614491,0.26911203922280735,0.24786635191574358,0.4822695035460994,0.2765957446808511,0.2411347517730497,2.0
19120,1.0,2.0,5.0,5.0,2.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.35766030550151096,0.2939520635840543,0.3483876309144347,0.3559217301750773,0.2947476828012358,0.3493305870236869,0.0
19121,-2.0,-3.0,3.0,3.0,0.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.4903728275762602,0.2754741472560756,0.23415302516766426,0.4922048997772829,0.2877505567928731,0.2200445434298441,0.0
19122,14.0,-3.0,8.0,2.0,2.0,0.0,1.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.7510668563300142,0.17069701280227595,0.07823613086770981,0.7485207100591716,0.17011834319526628,0.08136094674556213,2.0
19123,-5.0,0.0,3.0,4.0,2.0,1.0,5.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.3914110429447853,0.2846625766871166,0.3239263803680982,0.37680263700041206,0.30387309435517096,0.31932426864441693,2.0
19124,-1.0,-4.0,2.0,2.0,1.0,0.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.5518087063151441,0.26057633353770693,0.187614960147149,0.5681070410177671,0.2533450318052204,0.17854792717701248,0.0
19125,25.0,12.0,9.0,8.0,0.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.5429892624813857,0.23755780233560622,0.21945293518300807,0.5256055596788342,0.2281897307873963,0.24620470953376963,2.0
19126,0.0,-9.0,3.0,2.0,2.0,1.0,4.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.6297577854671281,0.2249134948096886,0.14532871972318342,0.6328173233027691,0.22843161914343862,0.13875105755379233,2.0
19127,-14.0,-8.0,3.0,1.0,0.0,2.0,1.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.491838642410297,0.26094772416768536,0.2472136334220177,0.4689603590127151,0.2842183994016455,0.2468212415856395,0.0
19128,9.0,2.0,6.0,5.0,1.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.6515264333581534,0.22338049143708116,0.12509307520476545,0.6227544910179641,0.23353293413173654,0.14371257485029942,0.0
19129,3.0,-3.0,6.0,3.0,0.0,0.0,1.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.5791912384161751,0.2502106149957877,0.17059814658803707,0.5681070410177671,0.2533450318052204,0.17854792717701248,1.0
19130,-4.0,19.0,3.0,9.0,0.0,3.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.15572519083969466,0.233587786259542,0.6106870229007634,0.1443651040049674,0.25023284694194353,0.6054020490530891,0.0
19131,-8.0,-2.0,2.0,4.0,1.0,1.0,2.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.5223880597014926,0.26865671641791045,0.208955223880597,0.5227072160749441,0.26583395560382866,0.21145882832122734,1.0
19132,-2.0,-3.0,4.0,2.0,1.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.4917509313464608,0.2846194784459819,0.22362959020755718,0.49168474331164136,0.274765003615329,0.23355025307302965,1.0
19133,0.0,23.0,2.0,9.0,0.0,1.0,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.09460630708713914,0.17201146743116208,0.7333822254816987,0.0847457627118644,0.1694915254237288,0.7457627118644068,0.0
19134,9.0,0.0,7.0,3.0,2.0,1.0,1.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.794066317626527,0.1338568935427574,0.07207678883071553,0.78664276109368,0.14401613626176604,0.06934110264455401,2.0
19135,-8.0,-18.0,2.0,2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.4471544715447154,0.2845528455284553,0.26829268292682923,0.4571863987046386,0.2928850366701591,0.2499285646252024,2.0
19136,-3.0,-1.0,2.0,3.0,0.0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.3368721927317272,0.2858309514087382,0.3772968558595345,0.3450439146800502,0.2823086574654956,0.37264742785445426,1.0
